Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,3 отзыва,Одно из лучших заведений в городе,Обслуживание невероятное. Качество продуктов - 146%. Вкусно безумно. Всё. Объели всё меню. На четверочку всего одно блюдо),tag,50,Дата посещения: июль 2019 г.,21 июля 2019 г.,2  ,Moinho_Mundo,https://www.tripadvisor.ru/Profile/Moinho_Mundo,0,0,3,2,1,(3),"Пермь, Россия",В сообществе с июнь 2017 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,5 отзывов,Хороший обед за адекватную стоимость,"Рекомендую посетить. Хорошая кухня, обслуживание. Интерьер не отвлекает от трапезы. Столик лучше заказывать заранее.",tag,50,Дата посещения: июль 2018 г.,5 июня 2019 г.,1  ,Voyager406428,https://www.tripadvisor.ru/Profile/Voyager406428,0,1,5,4,2,(24),В сообществе с нояб. 2012 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,4 отзыва,Всегда очень вкусно,"Отметили День рождение сестры, все были в восторге от уютной обстановки, вкусной еды и приятного обслуживания!!!!",tag,50,Дата посещения: май 2019 г.,16 мая 2019 г.,2  ,lenamich,https://www.tripadvisor.ru/Profile/lenamich,0,0,4,3,1,(2),"Пермь, Россия",В сообществе с янв. 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,5 отзывов,must see,"Пришлось подождать открытия, но не зря. Очень вкусная еда, хорошее обслуживание и современный интерьер. Немаловажно: комплимент в виде полноценной холодной закуски",tag,50,Дата посещения: август 2018 г.,14 апреля 2019 г.,3  ,iamlastochkina,https://www.tripadvisor.ru/Profile/iamlastochkina,0,0,7,10,2,(5),"Пермь, Россия",В сообществе с июль 2016 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,1 отзыв,Отличное место,"Прекрасное заведение. Интерьер очень красивый, стильный. Очень вежливый и внимательный персоонал. Ребята стараются, это видно. Редко когда настолько нравится обслуживание. Блюда вкусные, напитки на высоте, особенно алкогольные. Очень понравилось, обязательно придем еще.",tag,50,Дата посещения: март 2019 г.,29 марта 2019 г.,3  ,VeronikaPS,https://www.tripadvisor.ru/Profile/VeronikaPS,0,0,1,3,0,(1),В сообществе с март 2019 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,3 отзыва,Любимый ресторан,"Всегда очень вкусно, приносят блюда быстро. Лучшее обслуживание, без нареканий. Отмечаем все праздники только в рис лапше❤️",tag,50,,26 января 2019 г.,0,InessaPavlova,https://www.tripadvisor.ru/Profile/InessaPavlova,0,0,23,2,2,(3),"Пермь, Россия",В сообществе с сент. 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,5 отзывов,Еда отличного качества.,"Очень люблю это место. Любимое блюдо- салат с семгой и манго. Хорошего качества роллы. Вообще нравится всё! Бывала бы там чаще, но в выходные невозможно попасть без предварительно заказанного столика) Очень прошу не снижать планку)",tag,50,Дата посещения: ноябрь 2018 г.,26 января 2019 г.,1  ,perm-lana,https://www.tripadvisor.ru/Profile/perm-lana,0,0,5,4,2,(40),В сообществе с янв. 2019 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,49 отзывов,Всегда вкусно и быстро,"Обожаю этот ресторанчик. Он очень уютный , небольшой, на парковке всегда есть местечко. Обслуживание очень быстрое, всем кто любит блюда из риса и лапши очень рекомендую",tag,50,Дата посещения: декабрь 2018 г.,27 декабря 2018 г.,1  ,NatEvgLep,https://www.tripadvisor.ru/Profile/NatEvgLep,1,2,137,37,5,(16),"Пермь, Россия",В сообществе с янв. 2015 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,6 отзывов,Ужин с друзьями,"Очень часто бываем в этом заведении. И оно каждый раз удовлетворяет всем запросам. Вкусно, относительно быстро и всегда вежливый персонал. Есть только один нюанс, а точнее пожелание....расширить территорию...:)",tag,50,Дата посещения: ноябрь 2018 г.,14 декабря 2018 г.,2  ,K1014BC_,https://www.tripadvisor.ru/Profile/K1014BC_,0,1,24,5,3,(4),"Пермь, Россия",В сообществе с июль 2016 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,4 отзыва,Отличное место!,"Отличное место! Очень вкусно, и Не дорого. Провели 2 приятных вечера в командировке. Только заказывайте место заранее)))))))))",tag,50,,22 ноября 2018 г.,0,Experience407338,https://www.tripadvisor.ru/Profile/Experience407338,0,1,7,3,1,(17),"Москва, Россия",В сообществе с нояб. 2012 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,2 отзыва,Рис Лапша,"Это единственное место в Перми где всегда все вкусно,быстро и красиво!!! Хочется возвращаться сюда снова и снова))) Конечно,большую роль,играет приветливый и доброжелательный персонал!!! Огромная благодарность!!!",tag,50,Дата посещения: ноябрь 2018 г.,12 ноября 2018 г.,4  ,Альбина Г,https://www.tripadvisor.ru/Profile/_O4092QP,0,0,2,6,0,(2),В сообществе с окт. 2018 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,10 отзывов,"вкусная еда, приемлемые цены.",Посетили с мужем с целью просто поужинать. выбор блюд хороший. Готовят быстро и очень вкусно. Столик нужно бронировать заранее.,tag,50,Дата посещения: ноябрь 2018 г.,9 ноября 2018 г.,2  ,Tatyana M,https://www.tripadvisor.ru/Profile/Road468143,0,0,10,15,3,(9),В сообществе с июнь 2013 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,1 отзыв,Отравительнице отношение администратора к гостям!!!!,"Зашли в заведение, мест не было. Нас очень нагло и неуважительно встретила администратор. Обычно в этом заведении все очень доброжелательные, но администратор, которая работала сегодня ( 03.11.2018) всем своим видом показала, что нам здесь не рады. Нет желания посещать заведение, где себя так ведёт персонал.",tag,10,Дата посещения: ноябрь 2018 г.,3 ноября 2018 г.,8  ,Travel23578204064,https://www.tripadvisor.ru/Profile/Travel23578204064,0,0,1,8,0,(1),В сообществе с нояб. 2018 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,4 отзыва,Мой Таиланд в Перми,Отличное место. Мне очень нравится атмосфера и конечно сама кухня. Мой маленький Таиланд в Перми. Готовят быстро и вкусно.,tag,50,Дата посещения: октябрь 2018 г.,1 ноября 2018 г.,1  ,Артем К,https://www.tripadvisor.ru/Profile/F5173NA_,0,0,10,1,2,(4),В сообществе с июль 2014 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,7 отзывов,Отсой,"Где вьетнамская кухня????? Ничего особенного в этом месте нет! Роллы говорят вкусные. Есть тайская кухня, но все это так себе...",tag,10,Дата посещения: октябрь 2018 г.,19 октября 2018 г.,7  ,Иван М,https://www.tripadvisor.ru/Profile/_O2487DO,0,0,7,12,2,(2),В сообществе с апр. 2016 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,22 отзыва,Отличная кафешка,"Уютное кафе для посещения как с детьми ,так и с друзьями.Есть детское меню,мини сбрпризы для малышей,приветливый персонал.Очень вкусные роллы!!!!!",tag,50,Дата посещения: май 2018 г.,16 октября 2018 г.,1  ,77ekaterinas,https://www.tripadvisor.ru/Profile/77ekaterinas,0,0,66,8,4,(12),"Пермь, Россия",В сообществе с июль 2014 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,3 отзыва,Уютно и комфортно. А главное - вкусно !,"Я не большой любитель азиатской кухни, хотя то, что здесь пробовала очень понравилось. Но больше люблю здешние салаты и соусы к ним. Лаконичная и стильная сервировка. А еще здесь самое наивкуснейшее ""Тирамиссу"" в г. Перми.",tag,50,Дата посещения: август 2018 г.,3 октября 2018 г.,1  ,ELENA_precrasnaya,https://www.tripadvisor.ru/Profile/ELENA_precrasnaya,0,0,3,5,1,(6),"Пермь, Россия",В сообществе с сент. 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,3 отзыва,Отлично,"Часто ходим сюда с друзьями. На мой взгляд это лучшее место ,где можно поесть роллы. Вкусны так же рис ,и очень нравится салат из лосося и манго!",tag,50,Дата посещения: июль 2018 г.,3 октября 2018 г.,1  ,_Z9585PR,https://www.tripadvisor.ru/Profile/_Z9585PR,0,0,3,1,1,(2),"Пермь, Россия",В сообществе с сент. 2015 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,7 отзывов,Perfect place!,"Прекрасное место! Были довольны всем, начиная от уровня обслуживания, атмосферой, заканчивая кухней! Неудивительно, почему именно в этом месте всегда нужно бронировать столик заранее. Рекомендую к посещению!",tag,50,Дата посещения: май 2018 г.,29 августа 2018 г.,1  ,pechnikowaew,https://www.tripadvisor.ru/Profile/pechnikowaew,0,0,7,5,2,(5),"Пермь, Россия",В сообществе с авг. 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,19 отзывов,Отличная кухня,"Для любителей кухни Азии и паназии, лучшее, что есть в нашем городе! Хочется пожелать открыть филиал и сделать доставку, и тогда удовольствие будет полным!!! Спасибо вам, что вы есть и не портитесь (в плане качества).",tag,50,Дата посещения: июль 2018 г.,28 августа 2018 г.,2  ,ismag_nat,https://www.tripadvisor.ru/Profile/ismag_nat,0,0,19,16,3,(9),"Пермь, Россия",В сообществе с нояб. 2016 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,3 отзыва,Вкусно,"Сходили наконец то в это заведение и остались очень довольны. Подача блюд, самс еда на высшем уровне. Единственный минус очень много народу и столики близко друг другу расположены. Шумно достаточно",tag,50,Дата посещения: май 2018 г.,28 августа 2018 г.,2  ,bizzarko,https://www.tripadvisor.ru/Profile/bizzarko,0,0,3,15,1,(3),Пермь,В сообществе с нояб. 2014 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,11 отзывов,Весьма атмосферное место,"Уютно, несмотря на достаточное количество посадочных мест, вкусно, из ресторанов азиатской кухни - одно из лучших заведений в Перми, точно",tag,50,Дата посещения: июль 2018 г.,7 августа 2018 г.,1  ,kungurovairinav,https://www.tripadvisor.ru/Profile/kungurovairinav,0,0,21,7,3,(3),"Пермь, Россия",В сообществе с июнь 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,25 отзывов,Замечательное место,"Уютная обстановка, вкусная еда красивая подача. Большие порции. Один из самых любимых ресторанов города.",tag,50,Дата посещения: март 2018 г.,27 июля 2018 г.,1  ,kuragad,https://www.tripadvisor.ru/Profile/kuragad,0,2,40,52,4,(11),"Пермь, Россия",В сообществе с июль 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,16 отзывов,Прекрасно,Самое прекрасное место в городе. Всегда свежая вкусная еда. Девочки приветливы и доброжелательны. Ценник средний. Столик лучше зарезервировать за 2-3 дня.,tag,50,Дата посещения: июль 2018 г.,23 июля 2018 г.,1  ,Ирина Б,https://www.tripadvisor.ru/Profile/_T5757JM,0,0,17,12,3,(9),В сообществе с февр. 2013 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,4 отзыва,Пиятнное место.,"Вкусно готовят, но дорого! Можно сходить покушать японской кухни если по ней соскучились. Интерьер и место расположения не совсем на троечку.",tag,40,Дата посещения: июнь 2018 г.,20 июня 2018 г.,5  ,Artur S,https://www.tripadvisor.ru/Profile/arturs411,0,0,5,9,1,(1),В сообществе с май 2017 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,32 отзыва,Кухня - огонь,"Очень вкусно, сервис на высоте! Единственное, места совсем нет, забронировать стол проблема. Если соберётесь - делайте это заранее ! А в остальном - супер Заведению желаю расширяться и открывать новые точки !",tag,40,Дата посещения: май 2018 г.,30 мая 2018 г.,2  ,542evgeniye,https://www.tripadvisor.ru/Profile/542evgeniye,0,0,71,60,4,(20),"Уфа, Россия",В сообществе с май 2016 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,29 отзывов,Лучшая паназиатская кухня,"Про рис лапшу больше и писать ничего не нужно кроме того, что они прекрасны. Говорят отлично!!! Сервис на 5! А главное вынос такой быстрый, что такого больше нигде не встречала ещё.",tag,50,Дата посещения: март 2018 г.,12 апреля 2018 г.,,olga_mazar,https://www.tripadvisor.ru/Profile/olga_mazar,0,0,182,15,5,(61),Россия,В сообществе с март 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,9 отзывов,Рис лапша,Это моё любимое место!!! Всё очень вкусно! Тихая домашняя обстановка и вежливый персонал! Если вкусно покушать-то только в Рис лапшу!,tag,50,,10 апреля 2018 г.,0,_J7997ID,https://www.tripadvisor.ru/Profile/_J7997ID,0,0,38,19,3,(8),В сообществе с сент. 2017 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,13 отзывов,Необычный семейный обед,"Оригинальная подача, вкусная еда. Внимательные официанты. Приятная атмосфера. Столиков очень мало, надо бронировать заранее!",tag,50,Дата посещения: апрель 2018 г.,9 апреля 2018 г.,1  ,R8954EB_,https://www.tripadvisor.ru/Profile/R8954EB_,0,0,17,5,3,(4),"Пермь, Россия",В сообществе с июль 2015 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,6 отзывов,Великолепно,"Без сомнения лучший японский ресторан города. Отличный выбор,внимательные официанты, быстрые повара, все нереально вкусно.",tag,50,Дата посещения: декабрь 2017 г.,17 марта 2018 г.,2  ,Alex_Alex27,https://www.tripadvisor.ru/Profile/Alex_Alex27,0,0,6,5,2,(1),В сообществе с март 2018 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,20 отзывов,Отличная молодежная атмосфера,"Очень вкусные блюда, отличная молодежная атмосфера, сидели у бара, заглянули перекусить и повезло что нашлись места. Всем рекомендую.",tag,50,Дата посещения: июль 2017 г.,9 марта 2018 г.,1  ,Yulya_80,https://www.tripadvisor.ru/Profile/Yulya_80,0,0,35,21,4,(120),"Пермь, Россия",В сообществе с авг. 2013 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,2 отзыва,Меня часто возит в Рис Лапшу мой старший сын.,"Быстро, вкусно и недорого! Супы абалденные! Десерты - очень вкусные! Не зря заказывать надо заранее - излюбленное место пермяков! Рекомендую!",tag,50,Дата посещения: февраль 2018 г.,6 марта 2018 г.,1  ,Freedom524575,https://www.tripadvisor.ru/Profile/Freedom524575,0,0,2,3,0,(2),В сообществе с март 2014 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,4 отзыва,Бронируйте заранее,Обожаю это место!!!! Вкусно не дорого и очень красивые блюда! Рекомендую! Очень любою салат с капченым угрем! Суши и роллы - великолепны!,tag,50,Дата посещения: март 2018 г.,3 марта 2018 г.,1  ,lenamich,https://www.tripadvisor.ru/Profile/lenamich,0,0,4,3,1,(2),"Пермь, Россия",В сообществе с янв. 2018 г.
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,19 отзывов,Один из лучших ресторанов города,"Обожаю это место! Очень вкусная еда и эстетичное оформление блюд, цены для такого сервиса и качества смешные, единственное, что обычно здесь всегда ажиотаж, и столик нужно заказывать заранее. Стильный и приятный ресторанчик, рекомендую к посещению и составлению собственного мнения.",tag,50,Дата посещения: октябрь 2017 г.,14 февраля 2018 г.,2  ,_T3753UQ,https://www.tripadvisor.ru/Profile/_T3753UQ,0,0,24,8,3,(12),В сообществе с февр. 2018 г.,
Рис Лапша,https://www.tripadvisor.ru/Restaurant_Review-g298516-d7810537-Reviews-Ris_Lapsha-Perm_Perm_Krai_Volga_District.html,"ул. Мильчакова, 33, Пермь 614094 Россия",Рестораны,,,9 отзывов,Кафе Рис лапша Пермь,Если ужинать в кафе..то только в Рис лапше!!! Самое вкусное кафе города!! Единственный минус-далеко от центра!!! Иначе..я бы ела там каждый день;)) Очень всё вкусно!!! Вежливый персонал! Домашняя уютная обстановка!!! Спасибо всем сотрудникам!!! Вкусно поесть можно только у вас!!!,tag,50,Дата посещения: декабрь 2017 г.,8 февраля 2018 г.,,_J7997ID,https://www.tripadvisor.ru/Profile/_J7997ID,0,0,38,19,3,(8),В сообществе с сент. 2017 г.,
